ID,BackToBack,Home,Team1OffenseRanking,Team1DefenseRanking,Team2OffenseRanking,Team2DefenseRanking,Team1LastNRecord,Team2LastNRecord,ConsensusSpread,ConsensusTotal,AgainstTheSpread,AgainstTheTotal
04-09-2014 => DET @ CLE,10.00,-10.00,5.38,4.34,5.09,5.63,0.50,0.50,3.00,8.57,0.01,10.00
04-09-2014 => CLE vs DET,-10.00,10.00,5.09,5.63,5.38,4.34,0.50,0.50,7.00,8.57,10.00,10.00
04-09-2014 => BKN @ ORL,10.00,-10.00,5.41,5.78,3.05,6.15,0.70,0.30,6.43,7.91,0.01,10.00
04-09-2014 => ORL vs BKN,-10.00,10.00,3.05,6.15,5.41,5.78,0.30,0.70,3.57,7.91,10.00,10.00
04-09-2014 => PHI @ TOR,-10.00,-10.00,4.20,4.43,5.12,6.55,0.20,0.70,1.15,8.57,6.78,10.00
04-09-2014 => TOR vs PHI,-10.00,10.00,5.12,6.55,4.20,4.43,0.70,0.20,8.85,8.57,3.22,10.00
04-09-2014 => CHA @ WAS,-10.00,-10.00,5.59,6.68,4.44,6.61,0.60,0.50,3.43,7.85,10.00,2.15
04-09-2014 => WAS vs CHA,-10.00,10.00,4.44,6.61,5.59,6.68,0.50,0.60,6.57,7.85,0.01,2.15
04-09-2014 => BOS @ ATL,-10.00,-10.00,3.88,4.34,3.91,5.97,0.10,0.30,3.00,8.43,4.29,4.29
04-09-2014 => ATL vs BOS,10.00,10.00,3.91,5.97,3.88,4.34,0.30,0.10,7.00,8.43,5.71,4.29
04-09-2014 => MIA @ MEM,10.00,-10.00,3.64,10.00,2.84,7.69,0.60,0.50,3.57,7.46,5.00,10.00
04-09-2014 => MEM vs MIA,-10.00,10.00,2.84,7.69,3.64,10.00,0.50,0.60,6.43,7.46,5.00,10.00
04-09-2014 => IND @ MIL,-10.00,-10.00,0.01,8.43,4.26,3.69,0.30,0.10,5.29,7.66,5.71,10.00
04-09-2014 => MIL vs IND,-10.00,10.00,4.26,3.69,0.01,8.43,0.10,0.30,4.71,7.66,4.29,10.00
04-09-2014 => CHI @ MIN,-10.00,-10.00,3.02,9.78,7.22,5.41,0.80,0.60,5.86,7.95,10.00,3.75
04-09-2014 => MIN vs CHI,10.00,10.00,7.22,5.41,3.02,9.78,0.60,0.80,4.14,7.95,0.01,3.75
04-09-2014 => PHO @ NOP,-10.00,-10.00,7.33,5.48,4.79,5.05,0.80,0.50,7.57,8.55,2.86,0.01
04-09-2014 => NOP vs PHO,-10.00,10.00,4.79,5.05,7.33,5.48,0.50,0.80,2.43,8.55,7.14,0.01
04-09-2014 => HOU @ DEN,10.00,-10.00,10.00,2.28,7.07,2.22,0.70,0.30,5.71,9.21,0.01,10.00
04-09-2014 => DEN vs HOU,-10.00,10.00,7.07,2.22,10.00,2.28,0.30,0.70,4.29,9.21,10.00,10.00
04-09-2014 => SAC @ POR,10.00,-10.00,3.55,5.38,4.79,6.37,0.30,0.60,1.00,8.26,10.00,4.64
04-09-2014 => POR vs SAC,-10.00,10.00,4.79,6.37,3.55,5.38,0.60,0.30,9.00,8.26,0.01,4.64
04-09-2014 => OKC @ LAC,10.00,-10.00,7.99,5.05,7.60,4.71,0.70,0.70,4.00,8.76,10.00,3.57
04-09-2014 => LAC vs OKC,-10.00,10.00,7.60,4.71,7.99,5.05,0.70,0.70,6.00,8.76,0.01,3.57
04-10-2014 => SAS @ DAL,-10.00,-10.00,6.25,7.17,6.53,5.48,0.70,0.70,4.57,8.32,10.00,7.68
04-10-2014 => DAL vs SAS,-10.00,10.00,6.53,5.48,6.25,7.17,0.70,0.70,5.43,8.32,0.01,7.68
04-10-2014 => DEN @ GSW,10.00,-10.00,7.15,2.00,6.16,6.15,0.30,0.70,1.43,8.92,10.00,0.01
04-10-2014 => GSW vs DEN,-10.00,10.00,6.16,6.15,7.15,2.00,0.70,0.30,8.57,8.92,0.01,0.01
04-11-2014 => WAS @ ORL,-10.00,-10.00,3.78,7.29,3.59,5.91,0.50,0.40,7.14,8.01,6.78,0.72
04-11-2014 => ORL vs WAS,-10.00,10.00,3.59,5.91,3.78,7.29,0.40,0.50,2.86,8.01,3.22,0.72
04-11-2014 => NYK @ TOR,-10.00,-10.00,3.25,6.71,5.17,6.71,0.50,0.80,3.43,8.01,10.00,10.00
04-11-2014 => TOR vs NYK,-10.00,10.00,5.17,6.71,3.25,6.71,0.80,0.50,6.57,8.01,0.01,10.00
04-11-2014 => CHA @ BOS,-10.00,-10.00,5.79,6.95,3.90,4.00,0.70,0.10,6.43,7.93,0.01,10.00
04-11-2014 => BOS vs CHA,-10.00,10.00,3.90,4.00,5.79,6.95,0.10,0.70,3.57,7.93,10.00,10.00
04-11-2014 => ATL @ BKN,-10.00,-10.00,3.99,6.12,5.48,5.60,0.40,0.70,3.86,8.22,10.00,0.01
04-11-2014 => BKN vs ATL,-10.00,10.00,5.48,5.60,3.99,6.12,0.70,0.40,6.14,8.22,0.01,0.01
04-11-2014 => IND @ MIA,-10.00,-10.00,0.01,7.72,3.69,9.50,0.30,0.50,3.43,7.50,0.36,5.89
04-11-2014 => MIA vs IND,-10.00,10.00,3.69,9.50,0.01,7.72,0.50,0.30,6.57,7.50,9.64,5.89
04-11-2014 => DET @ CHI,-10.00,-10.00,4.80,3.48,2.76,10.00,0.40,0.80,2.15,7.95,6.43,9.10
04-11-2014 => CHI vs DET,-10.00,10.00,2.76,10.00,4.80,3.48,0.80,0.40,7.85,7.95,3.57,9.10
04-11-2014 => PHI @ MEM,-10.00,-10.00,4.61,3.72,3.22,7.35,0.20,0.60,0.86,8.32,0.01,8.75
04-11-2014 => MEM vs PHI,-10.00,10.00,3.22,7.35,4.61,3.72,0.60,0.20,9.14,8.32,10.00,8.75
04-11-2014 => HOU @ MIN,-10.00,-10.00,10.00,1.91,6.99,5.63,0.60,0.60,5.86,8.90,1.43,7.32
04-11-2014 => MIN vs HOU,-10.00,10.00,6.99,5.63,10.00,1.91,0.60,0.60,4.14,8.90,8.57,7.32
04-11-2014 => NOP @ OKC,-10.00,-10.00,3.90,5.38,7.58,5.57,0.40,0.70,0.58,8.45,0.36,6.96
04-11-2014 => OKC vs NOP,-10.00,10.00,7.58,5.57,3.90,5.38,0.70,0.40,9.42,8.45,9.64,6.96
04-11-2014 => CLE @ MIL,-10.00,-10.00,5.76,5.69,3.65,4.19,0.60,0.10,6.28,8.57,0.01,10.00
04-11-2014 => MIL vs CLE,-10.00,10.00,3.65,4.19,5.76,5.69,0.10,0.60,3.72,8.57,10.00,10.00
04-11-2014 => PHO @ SAS,-10.00,-10.00,6.81,5.63,6.13,6.89,0.80,0.70,3.86,8.51,2.15,8.57
04-11-2014 => SAS vs PHO,10.00,10.00,6.13,6.89,6.81,5.63,0.70,0.80,6.14,8.51,7.85,8.57
04-11-2014 => POR @ UTA,-10.00,-10.00,4.12,6.49,1.92,5.38,0.60,0.20,7.43,8.18,7.50,9.28
04-11-2014 => UTA vs POR,-10.00,10.00,1.92,5.38,4.12,6.49,0.20,0.60,2.57,8.18,2.50,9.28
04-11-2014 => GSW @ LAL,10.00,-10.00,5.73,6.52,8.36,0.01,0.60,0.20,7.71,9.15,10.00,0.01
04-11-2014 => LAL vs GSW,-10.00,10.00,8.36,0.01,5.73,6.52,0.20,0.60,2.29,9.15,0.01,0.01
04-12-2014 => SAC @ LAC,-10.00,-10.00,2.11,5.93,7.23,5.15,0.20,0.70,1.86,8.49,1.43,9.46
04-12-2014 => LAC vs SAC,-10.00,10.00,7.23,5.15,2.11,5.93,0.70,0.20,8.14,8.49,8.57,9.46
04-12-2014 => PHI @ CHA,10.00,-10.00,4.31,3.38,5.53,7.18,0.20,0.70,1.57,8.53,9.28,8.39
04-12-2014 => CHA vs PHI,10.00,10.00,5.53,7.18,4.31,3.38,0.70,0.20,8.43,8.53,0.72,8.39
04-12-2014 => MIL @ WAS,10.00,-10.00,3.52,4.52,2.71,8.20,0.20,0.50,1.86,8.43,3.57,1.79
04-12-2014 => WAS vs MIL,10.00,10.00,2.71,8.20,3.52,4.52,0.50,0.20,8.14,8.43,6.43,1.79
04-12-2014 => MIA @ ATL,10.00,-10.00,3.74,9.67,3.90,7.00,0.60,0.50,6.71,8.05,0.01,0.72
04-12-2014 => ATL vs MIA,10.00,10.00,3.90,7.00,3.74,9.67,0.50,0.60,3.29,8.05,10.00,0.72
04-12-2014 => BOS @ CLE,10.00,-10.00,3.65,4.16,5.53,5.99,0.10,0.60,2.43,8.53,10.00,6.25
04-12-2014 => CLE vs BOS,10.00,10.00,5.53,5.99,3.65,4.16,0.60,0.10,7.57,8.53,0.01,6.25
04-12-2014 => NOP @ HOU,10.00,-10.00,3.15,5.09,10.00,1.65,0.30,0.50,0.72,8.78,10.00,5.89
04-12-2014 => HOU vs NOP,10.00,10.00,10.00,1.65,3.15,5.09,0.50,0.30,9.28,8.78,0.01,5.89
04-12-2014 => PHO @ DAL,10.00,-10.00,6.63,5.36,6.04,5.75,0.70,0.70,3.72,8.69,6.07,0.90
04-12-2014 => DAL vs PHO,-10.00,10.00,6.04,5.75,6.63,5.36,0.70,0.70,6.28,8.69,3.93,0.90
04-12-2014 => UTA @ DEN,10.00,-10.00,1.80,5.03,6.60,3.12,0.10,0.40,2.29,8.76,6.78,0.01
04-12-2014 => DEN vs UTA,-10.00,10.00,6.60,3.12,1.80,5.03,0.40,0.10,7.71,8.76,3.22,0.01
04-13-2014 => OKC @ IND,-10.00,-10.00,7.41,5.96,0.01,7.51,0.70,0.30,5.29,7.93,0.72,7.50
04-13-2014 => IND vs OKC,-10.00,10.00,0.01,7.51,7.41,5.96,0.30,0.70,4.71,7.93,9.28,7.50
04-13-2014 => TOR @ DET,-10.00,-10.00,5.05,6.35,4.60,3.59,0.70,0.40,7.00,8.51,6.43,10.00
04-13-2014 => DET vs TOR,-10.00,10.00,4.60,3.59,5.05,6.35,0.40,0.70,3.00,8.51,3.57,10.00
04-13-2014 => ORL @ BKN,-10.00,-10.00,3.04,6.62,4.50,6.62,0.40,0.70,1.72,8.05,6.78,1.43
04-13-2014 => BKN vs ORL,-10.00,10.00,4.50,6.62,3.04,6.62,0.70,0.40,8.28,8.05,3.22,1.43
04-13-2014 => CHI @ NYK,-10.00,-10.00,3.27,10.00,3.40,6.76,0.90,0.50,6.00,7.64,0.01,6.43
04-13-2014 => NYK vs CHI,-10.00,10.00,3.40,6.76,3.27,10.00,0.50,0.90,4.00,7.64,10.00,6.43
04-13-2014 => GSW @ POR,-10.00,-10.00,5.79,6.65,4.37,7.54,0.60,0.70,3.72,8.53,6.78,10.00
04-13-2014 => POR vs GSW,-10.00,10.00,4.37,7.54,5.79,6.65,0.70,0.60,6.28,8.53,3.22,10.00
04-13-2014 => MIN @ SAC,-10.00,-10.00,6.99,5.15,2.24,5.63,0.60,0.20,5.57,8.57,1.43,5.54
04-13-2014 => SAC vs MIN,10.00,10.00,2.24,5.63,6.99,5.15,0.20,0.60,4.43,8.57,8.57,5.54
04-13-2014 => MEM @ LAL,-10.00,-10.00,4.01,6.91,7.21,0.01,0.60,0.10,8.43,8.61,5.00,0.01
04-13-2014 => LAL vs MEM,-10.00,10.00,7.21,0.01,4.01,6.91,0.10,0.60,1.57,8.61,5.00,0.01
04-14-2014 => BOS @ PHI,-10.00,-10.00,3.66,4.79,4.79,2.82,0.20,0.20,5.86,8.78,0.01,8.03
04-14-2014 => PHI vs BOS,-10.00,10.00,4.79,2.82,3.66,4.79,0.20,0.20,4.14,8.78,10.00,8.03
04-14-2014 => MIL @ TOR,-10.00,-10.00,2.50,5.34,5.18,6.50,0.20,0.80,2.00,8.47,5.36,6.78
04-14-2014 => TOR vs MIL,10.00,10.00,5.18,6.50,2.50,5.34,0.80,0.20,8.00,8.47,4.64,6.78
04-14-2014 => MIA @ WAS,-10.00,-10.00,2.43,9.61,2.22,9.12,0.50,0.60,3.43,7.85,0.01,10.00
04-14-2014 => WAS vs MIA,-10.00,10.00,2.22,9.12,2.43,9.61,0.60,0.50,6.57,7.85,10.00,10.00
04-14-2014 => CHA @ ATL,-10.00,-10.00,4.86,7.21,3.94,7.86,0.70,0.60,6.43,8.05,2.86,2.50
04-14-2014 => ATL vs CHA,-10.00,10.00,3.94,7.86,4.86,7.21,0.60,0.70,3.57,8.05,7.14,2.50
04-14-2014 => ORL @ CHI,10.00,-10.00,2.43,6.70,2.61,10.00,0.40,0.80,2.00,7.52,3.22,10.00
04-14-2014 => CHI vs ORL,10.00,10.00,2.61,10.00,2.43,6.70,0.80,0.40,8.00,7.52,6.78,10.00
04-14-2014 => SAS @ HOU,-10.00,-10.00,5.70,7.54,10.00,1.40,0.70,0.50,3.43,8.76,4.64,1.43
04-14-2014 => HOU vs SAS,-10.00,10.00,10.00,1.40,5.70,7.54,0.50,0.70,6.57,8.76,5.36,1.43
04-14-2014 => OKC @ NOP,10.00,-10.00,6.41,7.09,2.47,5.08,0.70,0.20,7.43,8.43,0.01,0.01
04-14-2014 => NOP vs OKC,-10.00,10.00,2.47,5.08,6.41,7.09,0.20,0.70,2.57,8.43,10.00,0.01
04-14-2014 => LAL @ UTA,10.00,-10.00,6.44,0.01,1.13,5.66,0.10,0.10,3.29,8.86,10.00,8.03
04-14-2014 => UTA vs LAL,-10.00,10.00,1.13,5.66,6.44,0.01,0.10,0.10,6.71,8.86,0.01,8.03
04-14-2014 => MEM @ PHO,10.00,-10.00,3.24,7.34,5.53,6.21,0.60,0.60,4.00,8.01,10.00,2.86
04-14-2014 => PHO vs MEM,-10.00,10.00,5.53,6.21,3.24,7.34,0.60,0.60,6.00,8.01,0.01,2.86
04-14-2014 => MIN @ GSW,10.00,-10.00,5.32,5.40,5.49,6.70,0.50,0.50,2.86,8.76,3.22,10.00
04-14-2014 => GSW vs MIN,10.00,10.00,5.49,6.70,5.32,5.40,0.50,0.50,7.14,8.76,6.78,10.00
04-15-2014 => NYK @ BKN,-10.00,-10.00,2.85,7.85,3.67,7.34,0.60,0.70,2.86,8.03,10.00,9.46
04-15-2014 => BKN vs NYK,-10.00,10.00,3.67,7.34,2.85,7.85,0.70,0.60,7.14,8.03,0.01,9.46
04-15-2014 => DEN @ LAC,-10.00,-10.00,6.44,2.66,7.47,5.12,0.40,0.70,2.00,9.15,3.93,5.18
04-15-2014 => LAC vs DEN,-10.00,10.00,7.47,5.12,6.44,2.66,0.70,0.40,8.00,9.15,6.07,5.18
04-16-2014 => CHI @ CHA,-10.00,-10.00,3.31,10.00,5.12,7.58,0.80,0.80,4.57,7.46,2.50,3.75
04-16-2014 => CHA vs CHI,-10.00,10.00,5.12,7.58,3.31,10.00,0.80,0.80,5.43,7.46,7.50,3.75
04-16-2014 => IND @ ORL,-10.00,-10.00,0.01,7.85,2.49,6.47,0.40,0.40,4.00,7.72,10.00,5.00
04-16-2014 => ORL vs IND,-10.00,10.00,2.49,6.47,0.01,7.85,0.40,0.40,6.00,7.72,0.01,5.00
04-16-2014 => BKN @ CLE,10.00,-10.00,3.10,6.94,5.12,5.71,0.60,0.50,2.72,8.16,0.01,5.54
04-16-2014 => CLE vs BKN,-10.00,10.00,5.12,5.71,3.10,6.94,0.50,0.60,7.28,8.16,10.00,5.54
04-16-2014 => PHI @ MIA,-10.00,-10.00,5.62,2.11,2.64,8.37,0.30,0.40,3.43,8.55,10.00,0.01
04-16-2014 => MIA vs PHI,-10.00,10.00,2.64,8.37,5.62,2.11,0.40,0.30,6.57,8.55,0.01,0.01
04-16-2014 => TOR @ NYK,-10.00,-10.00,5.62,6.03,3.31,9.00,0.80,0.70,6.71,8.20,0.01,0.90
04-16-2014 => NYK vs TOR,10.00,10.00,3.31,9.00,5.62,6.03,0.70,0.80,3.29,8.20,10.00,0.90
04-16-2014 => DAL @ MEM,-10.00,-10.00,4.98,6.67,3.49,7.30,0.70,0.60,4.14,7.87,6.43,10.00
04-16-2014 => MEM vs DAL,-10.00,10.00,3.49,7.30,4.98,6.67,0.60,0.70,5.86,7.87,3.57,10.00
04-16-2014 => ATL @ MIL,-10.00,-10.00,3.84,8.33,2.60,4.84,0.60,0.20,4.14,8.47,10.00,8.21
04-16-2014 => MIL vs ATL,-10.00,10.00,2.60,4.84,3.84,8.33,0.20,0.60,5.86,8.47,0.01,8.21
04-16-2014 => UTA @ MIN,-10.00,-10.00,1.75,4.29,6.12,4.44,0.10,0.50,1.72,8.69,10.00,10.00
04-16-2014 => MIN vs UTA,-10.00,10.00,6.12,4.44,1.75,4.29,0.50,0.10,8.28,8.69,0.01,10.00
04-16-2014 => HOU @ NOP,-10.00,-10.00,10.00,0.96,2.60,4.96,0.60,0.20,4.14,8.61,3.57,3.75
04-16-2014 => NOP vs HOU,-10.00,10.00,2.60,4.96,10.00,0.96,0.20,0.60,5.86,8.61,6.43,3.75
04-16-2014 => DET @ OKC,-10.00,-10.00,5.20,2.74,6.30,6.35,0.40,0.60,0.86,8.80,10.00,8.57
04-16-2014 => OKC vs DET,-10.00,10.00,6.30,6.35,5.20,2.74,0.60,0.40,9.14,8.80,0.01,8.57
04-16-2014 => LAL @ SAS,-10.00,-10.00,6.94,0.01,4.52,7.62,0.20,0.60,2.43,8.96,10.00,3.57
04-16-2014 => SAS vs LAL,-10.00,10.00,4.52,7.62,6.94,0.01,0.60,0.20,7.57,8.96,0.01,3.57
04-16-2014 => WAS @ BOS,-10.00,-10.00,2.99,9.88,4.34,3.77,0.70,0.20,7.28,8.16,10.00,10.00
04-16-2014 => BOS vs WAS,-10.00,10.00,4.34,3.77,2.99,9.88,0.20,0.70,2.72,8.16,0.01,10.00
04-16-2014 => LAC @ POR,10.00,-10.00,7.86,4.84,4.91,7.26,0.70,0.80,4.00,8.55,3.22,7.50
04-16-2014 => POR vs LAC,-10.00,10.00,4.91,7.26,7.86,4.84,0.80,0.70,6.00,8.55,6.78,7.50
04-16-2014 => PHO @ SAC,-10.00,-10.00,5.20,5.99,2.46,5.32,0.50,0.30,5.71,8.57,6.78,3.39
04-16-2014 => SAC vs PHO,-10.00,10.00,2.46,5.32,5.20,5.99,0.30,0.50,4.29,8.57,3.22,3.39
04-16-2014 => GSW @ DEN,-10.00,-10.00,6.97,5.83,6.76,2.66,0.60,0.40,2.72,8.65,10.00,10.00
04-16-2014 => DEN vs GSW,10.00,10.00,6.76,2.66,6.97,5.83,0.40,0.60,7.28,8.65,0.01,10.00
11-20-2014 => LAC @ MIA,10.00,-10.00,7.09,4.33,3.99,7.27,0.60,0.50,6.14,8.16,10.00,6.96
11-20-2014 => MIA vs LAC,-10.00,10.00,3.99,7.27,7.09,4.33,0.50,0.60,3.86,8.16,0.01,6.96
11-20-2014 => CHI @ SAC,-10.00,-10.00,6.85,5.72,8.22,3.64,0.70,0.60,4.14,8.08,0.01,3.39
11-20-2014 => SAC vs CHI,-10.00,10.00,8.22,3.64,6.85,5.72,0.60,0.70,5.86,8.08,10.00,3.39
11-21-2014 => ORL @ CHA,-10.00,-10.00,4.58,5.99,3.25,4.28,0.50,0.30,3.86,7.89,10.00,10.00
11-21-2014 => CHA vs ORL,-10.00,10.00,3.25,4.28,4.58,5.99,0.30,0.50,6.14,7.89,0.01,10.00
11-21-2014 => PHO @ PHI,-10.00,-10.00,7.34,1.77,0.01,2.30,0.50,0.00,7.57,8.61,10.00,8.39
11-21-2014 => PHI vs PHO,-10.00,10.00,0.01,2.30,7.34,1.77,0.00,0.50,2.43,8.61,0.01,8.39
11-21-2014 => DET @ ATL,-10.00,-10.00,2.71,6.31,6.99,3.00,0.30,0.50,3.29,8.16,2.15,1.61
11-21-2014 => ATL vs DET,-10.00,10.00,6.99,3.00,2.71,6.31,0.50,0.30,6.71,8.16,7.85,1.61
11-21-2014 => MIL @ TOR,-10.00,-10.00,3.65,6.79,8.03,7.54,0.60,0.80,2.43,8.24,0.01,7.32
11-21-2014 => TOR vs MIL,-10.00,10.00,8.03,7.54,3.65,6.79,0.80,0.60,7.57,8.24,10.00,7.32
11-21-2014 => BOS @ MEM,-10.00,-10.00,9.06,1.07,4.38,9.78,0.40,0.80,3.14,8.24,0.01,10.00
11-21-2014 => MEM vs BOS,-10.00,10.00,4.38,9.78,9.06,1.07,0.80,0.40,6.86,8.24,10.00,10.00
11-21-2014 => SAS @ MIN,-10.00,-10.00,2.81,10.00,6.70,0.33,0.60,0.30,8.14,8.36,10.00,8.75
11-21-2014 => MIN vs SAS,-10.00,10.00,6.70,0.33,2.81,10.00,0.30,0.60,1.86,8.36,0.01,8.75
11-21-2014 => BKN @ OKC,-10.00,-10.00,6.40,5.03,0.05,7.80,0.40,0.20,4.57,7.72,7.50,4.64
11-21-2014 => OKC vs BKN,-10.00,10.00,0.05,7.80,6.40,5.03,0.20,0.40,5.43,7.72,2.50,4.64
11-21-2014 => CLE @ WAS,-10.00,-10.00,8.17,3.42,5.22,6.52,0.50,0.70,5.43,8.45,0.01,0.01
11-21-2014 => WAS vs CLE,-10.00,10.00,5.22,6.52,8.17,3.42,0.70,0.50,4.57,8.45,10.00,0.01
11-21-2014 => LAL @ DAL,-10.00,-10.00,7.63,0.01,10.00,6.20,0.30,0.80,1.86,8.88,0.01,10.00
11-21-2014 => DAL vs LAL,-10.00,10.00,10.00,6.20,7.63,0.01,0.80,0.30,8.14,8.88,10.00,10.00
11-21-2014 => NOP @ DEN,-10.00,-10.00,7.88,5.67,7.34,0.17,0.60,0.30,5.71,8.84,0.01,5.00
11-21-2014 => DEN vs NOP,-10.00,10.00,7.34,0.17,7.88,5.67,0.30,0.60,4.29,8.84,10.00,5.00
11-21-2014 => UTA @ GSW,-10.00,-10.00,4.53,5.72,9.95,5.99,0.50,0.80,1.43,8.57,4.64,0.01
11-21-2014 => GSW vs UTA,-10.00,10.00,9.95,5.99,4.53,5.72,0.80,0.50,8.57,8.57,5.36,0.01
11-21-2014 => CHI @ POR,10.00,-10.00,5.86,6.31,7.78,6.90,0.70,0.70,2.72,8.08,0.01,3.75
11-21-2014 => POR vs CHI,-10.00,10.00,7.78,6.90,5.86,6.31,0.70,0.70,7.28,8.08,10.00,3.75
11-22-2014 => PHO @ IND,10.00,-10.00,7.61,3.65,0.67,8.95,0.60,0.40,5.57,8.08,10.00,2.68
11-22-2014 => IND vs PHO,-10.00,10.00,0.67,8.95,7.61,3.65,0.40,0.60,4.43,8.08,0.01,2.68
11-22-2014 => MIA @ ORL,-10.00,-10.00,2.30,6.82,4.43,6.25,0.40,0.60,5.43,7.91,8.92,4.82
11-22-2014 => ORL vs MIA,10.00,10.00,4.43,6.25,2.30,6.82,0.60,0.40,4.57,7.91,1.08,4.82
11-22-2014 => TOR @ CLE,10.00,-10.00,7.56,8.34,6.46,4.27,0.80,0.50,4.14,8.41,10.00,4.82
11-22-2014 => CLE vs TOR,10.00,10.00,6.46,4.27,7.56,8.34,0.50,0.80,5.86,8.41,0.01,4.82
11-22-2014 => PHI @ NYK,10.00,-10.00,0.31,1.71,3.63,4.41,0.00,0.10,1.86,8.20,7.14,0.01
11-22-2014 => NYK vs PHI,-10.00,10.00,3.63,4.41,0.31,1.71,0.10,0.00,8.14,8.20,2.86,0.01
11-22-2014 => DAL @ HOU,10.00,-10.00,10.00,6.44,2.83,9.19,0.80,0.70,6.14,8.47,0.01,0.01
11-22-2014 => HOU vs DAL,-10.00,10.00,2.83,9.19,10.00,6.44,0.70,0.80,3.86,8.47,10.00,0.01
11-22-2014 => SAC @ MIN,-10.00,-10.00,7.03,4.55,5.27,0.57,0.60,0.30,7.57,8.74,7.14,5.89
11-22-2014 => MIN vs SAC,10.00,10.00,5.27,0.57,7.03,4.55,0.30,0.60,2.43,8.74,2.86,5.89
11-22-2014 => WAS @ MIL,10.00,-10.00,4.16,8.20,2.26,6.30,0.80,0.60,5.86,7.99,10.00,10.00
11-22-2014 => MIL vs WAS,10.00,10.00,2.26,6.30,4.16,8.20,0.60,0.80,4.14,7.99,0.01,10.00
11-22-2014 => BKN @ SAS,10.00,-10.00,5.04,5.40,3.59,10.00,0.40,0.70,2.00,8.01,3.93,2.15
11-22-2014 => SAS vs BKN,10.00,10.00,3.59,10.00,5.04,5.40,0.70,0.40,8.00,8.01,6.07,2.15
11-22-2014 => NOP @ UTA,10.00,-10.00,6.55,4.50,2.39,5.64,0.50,0.40,5.71,8.22,10.00,5.36
11-22-2014 => UTA vs NOP,10.00,10.00,2.39,5.64,6.55,4.50,0.40,0.50,4.29,8.22,0.01,5.36
11-23-2014 => LAC @ MEM,-10.00,-10.00,7.72,4.87,6.45,8.14,0.60,0.80,4.29,8.18,0.01,5.00
11-23-2014 => MEM vs LAC,-10.00,10.00,6.45,8.14,7.72,4.87,0.80,0.60,5.71,8.18,10.00,5.00
11-23-2014 => POR @ BOS,-10.00,-10.00,8.10,7.83,7.81,1.77,0.80,0.30,6.43,8.65,5.71,0.01
11-23-2014 => BOS vs POR,-10.00,10.00,7.81,1.77,8.10,7.83,0.30,0.80,3.57,8.65,4.29,0.01
11-23-2014 => CHA @ MIA,-10.00,-10.00,3.45,4.56,2.43,7.25,0.30,0.40,4.71,7.66,5.00,5.54
11-23-2014 => MIA vs CHA,10.00,10.00,2.43,7.25,3.45,4.56,0.40,0.30,5.29,7.66,5.00,5.54
11-23-2014 => GSW @ OKC,-10.00,-10.00,10.00,5.88,0.30,8.85,0.80,0.20,7.28,8.12,2.86,0.01
11-23-2014 => OKC vs GSW,-10.00,10.00,0.30,8.85,10.00,5.88,0.20,0.80,2.72,8.12,7.14,0.01
11-23-2014 => DEN @ LAL,-10.00,-10.00,8.39,1.77,7.18,0.45,0.40,0.30,5.43,9.13,8.92,0.01
11-23-2014 => LAL vs DEN,-10.00,10.00,7.18,0.45,8.39,1.77,0.30,0.40,4.57,9.13,1.08,0.01
11-24-2014 => LAC @ CHA,10.00,-10.00,6.41,5.04,3.55,4.82,0.50,0.30,6.14,8.22,10.00,7.14
11-24-2014 => CHA vs LAC,10.00,10.00,3.55,4.82,6.41,5.04,0.30,0.50,3.86,8.22,0.01,7.14
11-24-2014 => ORL @ CLE,-10.00,-10.00,5.19,5.84,6.36,4.34,0.50,0.40,2.00,8.26,0.01,0.01
11-24-2014 => CLE vs ORL,-10.00,10.00,6.36,4.34,5.19,5.84,0.40,0.50,8.00,8.26,10.00,0.01
11-24-2014 => POR @ PHI,10.00,-10.00,8.30,8.14,0.01,3.06,0.90,0.00,8.71,8.18,2.86,10.00
11-24-2014 => PHI vs POR,-10.00,10.00,0.01,3.06,8.30,8.14,0.00,0.90,1.29,8.18,7.14,10.00
11-24-2014 => PHO @ TOR,-10.00,-10.00,8.35,4.87,8.98,8.85,0.60,0.90,3.72,8.69,5.36,2.68
11-24-2014 => TOR vs PHO,-10.00,10.00,8.98,8.85,8.35,4.87,0.90,0.60,6.28,8.69,4.64,2.68
11-24-2014 => NYK @ HOU,-10.00,-10.00,4.66,5.22,2.96,8.93,0.20,0.70,3.29,7.91,5.71,0.01
11-24-2014 => HOU vs NYK,-10.00,10.00,2.96,8.93,4.66,5.22,0.70,0.20,6.71,7.91,4.29,0.01
11-24-2014 => IND @ DAL,-10.00,-10.00,0.59,8.62,10.00,7.25,0.40,0.70,1.00,8.16,10.00,9.82
11-24-2014 => DAL vs IND,-10.00,10.00,10.00,7.25,0.59,8.62,0.70,0.40,9.00,8.16,0.01,9.82
11-24-2014 => CHI @ UTA,-10.00,-10.00,4.76,6.64,2.58,5.75,0.60,0.40,6.00,7.97,3.93,4.64
11-24-2014 => UTA vs CHI,-10.00,10.00,2.58,5.75,4.76,6.64,0.40,0.60,4.00,7.97,6.07,4.64
11-25-2014 => ATL @ WAS,-10.00,-10.00,6.18,4.78,4.74,8.01,0.60,0.80,3.86,8.28,10.00,7.68
11-25-2014 => WAS vs ATL,-10.00,10.00,4.74,8.01,6.18,4.78,0.80,0.60,6.14,8.28,0.01,7.68
